full_text,text,sentiment,minimarket
GAK MAMPU BERSAING DGN BRANDING SENDIRI YA OM.. @MuhammadiyinGL @muhammadiyah Dan emg slama ini @alfamart @Indomaret gk mbantu umat ya? Coba deh cek kasir2 mrk smua sejabodetabek itu umat siapa? ,gak mampu bersaing dgn branding sendiri ya om dan emg slama ini gk mbantu umat ya coba deh cek kasir mrk smua sejabodetabek itu umat siapa,negatif,alfamart
@anak_kasisi @rudiantowira771 @Boediantar4 Mentari Mart itu memang bekerjasama dengan Alfamart. Biasakan sering membaca sehingga gak salah mengkomentari berita karena salah tanggap bisa merugikan pihak lain. Taburlah kebaikan maka berkah yang akan kembali.,mentari mart itu memang bekerjasama dengan alfamart biasakan sering membaca sehingga gak salah mengkomentari berita karena salah tanggap bisa merugikan pihak lain taburlah kebaikan maka berkah yang akan kembali,netral,alfamart
ibu gue kalo dititipin buat ke indomaret/alfamart sekalian pulang kerja tuh gamau dah katanya males berat bawaan kerjanya dan milih buat balik ke rumah dulu mksd gue kan biar sekalian gt jd ga usah bolak balik lg mampir jg bentar doang ga yg bakal lama2 di sana,ibu gue kalo dititipin buat ke indomaretalfamart sekalian pulang kerja tuh gamau dah katanya males berat bawaan kerjanya dan milih buat balik ke rumah dulu mksd gue kan biar sekalian gt jd ga usah bolak balik lg mampir jg bentar doang ga yg bakal lama di sana,negatif,alfamart
Cari susu untuk tumbuh kembang anak harus yang berkualitas dan murah sahabat! Maka dari itu Alfamart kasih sahabat promo #BabyMilkFair untuk membantu mencari susu untuk si kecil! Periode 16 - 30 April 2025⁣⁣⁣⁣⁣ #PromoAlfamart #PromoAlfagift #AlfamartMelayani https://t.co/DE92tbXS80,cari susu untuk tumbuh kembang anak harus yang berkualitas dan murah sahabat maka dari itu alfamart kasih sahabat promo untuk membantu mencari susu untuk si kecil periode april,netral,alfamart
Ihhh udah lama ga liat inii masih ada ga sih?? @alfamart,ihhh udah lama ga liat inii masih ada ga sih,netral,alfamart
info loker dong pengalaman terakhir di alfamart dan indomaret sebagai pembeli ,info loker dong pengalaman terakhir di alfamart dan indomaret sebagai pembeli,netral,alfamart
@tmptmengeluhku kelamaan nungguin kursi depresi alfamart,kelamaan nungguin kursi depresi alfamart,negatif,alfamart
eh kl topup dana lewat alfamart tuh kepotong admin gaa https://t.co/fKN01gIl48,eh kl topup dana lewat alfamart tuh kepotong admin gaa,netral,alfamart
@jimimlism @alfamart @prabowo @jimimlism Dan top up di bawah Rp50.000 dri agen resmi DANA ya. Untuk gratis biaya admin top up di Alfamart ya yaitu 5 kali dlm satu bulan. Kalau top up udh lebih dr 5 kali selanjutnya akan dikenakan Rp1.500. ya Kak. Thanks -NA-,dan top up di bawah rp dri agen resmi dana ya untuk gratis biaya admin top up di alfamart ya yaitu kali dlm satu bulan kalau top up udh lebih dr kali selanjutnya akan dikenakan rp ya kak thanks na,netral,alfamart
@jimimlism @alfamart @prabowo @jimimlism Hi Kak kami paham apa yg kamu rasakan. Kami infoin untuk top up akan dikenakan potongan biaya admin sebesar Rp500 jka bkn pd channel/agen resmi DANA secara berkali-kali potongan biaya admin sebesar Rp500 jika menerima top up dari VA scr berkali-kali.(1),hi kak kami paham apa yg kamu rasakan kami infoin untuk top up akan dikenakan potongan biaya admin sebesar rp jka bkn pd channelagen resmi dana secara berkalikali potongan biaya admin sebesar rp jika menerima top up dari va scr berkalikali,netral,alfamart
Kak Putri cekatan banget deh terkesima banget Shalma barang sahabat jatuh aja diselamatin lho! Wajar Ka Putri semangat Shalma juga semangat banget setelah lihat promonya! Periode 16 30 April 2025⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ https://t.co/rxvkSvB5nM,kak putri cekatan banget deh terkesima banget shalma barang sahabat jatuh aja diselamatin lho wajar ka putri semangat shalma juga semangat banget setelah lihat promonya periode april,positif,alfamart
selamat datang di alfamart selamat berbelanjaaaa https://t.co/ttdNGOTBca,selamat datang di alfamart selamat berbelanjaaaa,netral,alfamart
Alfamart deket rumah tutup. sedih liatnya. jaman skrg bisnis macem2 banyak yang tutup gulung tikar. and yet those fcking government masih aja korupsii. shit bisa ga sihh kita liat mereka semua kena azab di dunia aja kelamaan kalo di akhirat. kesamber petir kek,alfamart deket rumah tutup sedih liatnya jaman skrg bisnis macem banyak yang tutup gulung tikar and yet those fcking government masih aja korupsii shit bisa ga sihh kita liat mereka semua kena azab di dunia aja kelamaan kalo di akhirat kesamber petir kek,negatif,alfamart
Susu dan popok si kecil jadi kebutuhan wajib tiap hari? Tenang sahabat Alfamart selalu siap jadi penyelamat!⁣ ⁣ Lewat promo #BabyMilkAndDiapers Alfamart sahabat bisa borong popok si kecil dan susu andalan dengan DISKON HINGGA 49%! Periode 25 - 30 April 2025⁣⁣⁣⁣⁣ https://t.co/f0vigdq22l,susu dan popok si kecil jadi kebutuhan wajib tiap hari tenang sahabat alfamart selalu siap jadi penyelamat lewat promo alfamart sahabat bisa borong popok si kecil dan susu andalan dengan diskon hingga periode april,netral,alfamart
@alfamart TOP UP OVO LEWAT ALFA MART REJOSARI/081294665456 DIMINTA BIAYA 10 K. INI BIAYA ADMINT ATAU BIAYA APA KOK NGGA ADA STRUK BIAYA TOP UP,top up ovo lewat alfa mart rejosari diminta biaya k ini biaya admint atau biaya apa kok ngga ada struk biaya top up,negatif,alfamart
Ternyata selama ini banyak kerjaan bukannya diselesain malah cosplay jadi Drone kalo gini caranya Shalma juga pengen deh! Mungkin tujuannya baik yah mau jadi drone biar bisa mantau stok di setiap rak. Periode: 16 April - 31 Mei 2025⁣ https://t.co/Qbp8DPY4Gs,ternyata selama ini banyak kerjaan bukannya diselesain malah cosplay jadi drone kalo gini caranya shalma juga pengen deh mungkin tujuannya baik yah mau jadi drone biar bisa mantau stok di setiap rak periode april mei,netral,alfamart
@harutokunnnnn dulu pernah iseng² daftar maxim orderan dgn nominal 30rb up ke Indomaret Alfamart yg suruh beli entah itu Fanta Popok Bayi Tisu Basah Sari Roti sampe suruh Top Up Ovo itu Fake apa gapernah join grup di FB minimal atau tanya tmen yg udah pengalaman di Maxim kah ?,dulu pernah iseng² daftar maxim orderan dgn nominal rb up ke indomaret alfamart yg suruh beli entah itu fanta popok bayi tisu basah sari roti sampe suruh top up ovo itu fake apa gapernah join grup di fb minimal atau tanya tmen yg udah pengalaman di maxim kah,negatif,alfamart
@robert_theeo Wkkwkwkw lumayan lah yaaa berkah alfamart dipedalaman masih banyak stok tebus murah wkwkwk,wkkwkwkw lumayan lah yaaa berkah alfamart dipedalaman masih banyak stok tebus murah wkwkwk,netral,alfamart
Merchant yg nanyain bank apa kalo sepengalamanku ya paling bangsane indomaret alfamart simply buat mbak kasir milih menu di komputernya aja. Kan trus dia yg nycan. Biar ga salah aja. Ini mbahas yg belakang²nya ih pd canggih² bgt,merchant yg nanyain bank apa kalo sepengalamanku ya paling bangsane indomaret alfamart simply buat mbak kasir milih menu di komputernya aja kan trus dia yg nycan biar ga salah aja ini mbahas yg belakang²nya ih pd canggih² bgt,netral,alfamart
@alfamart min lain kali ksh tau donk klo susu stok lama jan dipajang msak aku beli susu basi min udh gk layak dimnum msh diperjual belikan,min lain kali ksh tau donk klo susu stok lama jan dipajang msak aku beli susu basi min udh gk layak dimnum msh diperjual belikan,negatif,alfamart
@alfamart pesen di apps lama bgt buset gak ada babibuwasweswos sebelum gw chat beberapa dr admin tokonya,pesen di apps lama bgt buset gak ada babibuwasweswos sebelum gw chat beberapa dr admin tokonya,negatif,alfamart
@pangeransiahaan Pengalaman gw waktu belanja di alfamart ditanya pakai QRIS apa gw jawab ngaruh ya kak? Ternyata alfamart itu minta QRIS yang model kita nunjukin barcode ke kasir. Sedangkan bank daerah yg gw pakai ga support QRIS tunjukin barcode akhirnya pakai BCA,pengalaman gw waktu belanja di alfamart ditanya pakai qris apa gw jawab ngaruh ya kak ternyata alfamart itu minta qris yang model kita nunjukin barcode ke kasir sedangkan bank daerah yg gw pakai ga support qris tunjukin barcode akhirnya pakai bca,netral,alfamart
 Tiap Sabtu waktunya panen untung di Alfamart!⁣ ⁣ Kamu bisa top up uang elektronik seperti Dana ShopeePay Gopay atau Ovo dan langsung dapetin voucher potongan Rp5.000 buat pembelian pulsa nominal Rp100.000 semua operator! https://t.co/Vec69Qg2vt,tiap sabtu waktunya panen untung di alfamart kamu bisa top up uang elektronik seperti dana shopeepay gopay atau ovo dan langsung dapetin voucher potongan rp buat pembelian pulsa nominal rp semua operator,netral,alfamart
 Butuh jaga kesehatan tubuh tetapi takut dompet kering? Nah tenang di Alfamart menghadirkan promo #KesehatanTubuh untuk membantu sahabat menjaga kesehatan tubuh dengan murah!! ⁣⁣⁣⁣⁣⁣⁣⁣ Periode 16 - 30 April 2025⁣⁣⁣⁣⁣⁣ https://t.co/85VUWFY5BG,butuh jaga kesehatan tubuh tetapi takut dompet kering nah tenang di alfamart menghadirkan promo untuk membantu sahabat menjaga kesehatan tubuh dengan murah periode april,netral,alfamart
Susu sehat harga bersahabat hanya ada di Alfamart! Cari susu sehat yang murah? Tenang saja di Alfamart lagi ada promo #MilkAndKKMFair yang menghadirkan susu dan krimer yang murah! ⁣⁣⁣ Periode 16 - 30 April 2025⁣⁣⁣ #PromoAlfamart #PromoAlfagift #AlfamartMelayani https://t.co/wuc8pTREPc,susu sehat harga bersahabat hanya ada di alfamart cari susu sehat yang murah tenang saja di alfamart lagi ada promo yang menghadirkan susu dan krimer yang murah periode april,netral,alfamart
@womanfeeds_id Lah selama ini di Indomaret Alfamart Alfamidi ada terus kok. Aku beli tiap bulan pasti ada sering promo pula,lah selama ini di indomaret alfamart alfamidi ada terus kok aku beli tiap bulan pasti ada sering promo pula,positif,alfamart
@alfamart Lama amat bro tiap beli lewat alfagift datengnya,lama amat bro tiap beli lewat alfagift datengnya,negatif,alfamart
Tiap mesen alfagift selalu datengnya ngaret parah udah lebih dari sejam padahal dimintanya pengantaran lebih dari sejam gimana ini? @alfamart,tiap mesen alfagift selalu datengnya ngaret parah udah lebih dari sejam padahal dimintanya pengantaran lebih dari sejam gimana ini,negatif,alfamart
21 April 2025 Setelah Maghrib Minimarket Alfamart Jl.Nusantara Kelapa Dua Depok Kak Gusta aktivis memberikan kertas selembaran sapa 129 untuk perempuan agar perempuan selamat. Lapor sapa 129 Jika melihat atau mengalami tindakan kekerasan pada perempuan dan anak di sekitarmu https://t.co/uygezVed9o,april setelah maghrib minimarket alfamart jlnusantara kelapa dua depok kak gusta aktivis memberikan kertas selembaran sapa untuk perempuan agar perempuan selamat lapor sapa jika melihat atau mengalami tindakan kekerasan pada perempuan dan anak di sekitarmu,netral,alfamart
Ipda Rudi Hartono Melaksanakan patroli di sentra perekonomian dan pertokoan Alfamart di pondok benda memberikan himbauan Kamtibmas kepada petugas security agar selalu waspada terhadap pelaku pencurian kendaraan bermotor dan antisipasi terjadinya kejahatan jalanan curanmor https://t.co/evSPjfM2pj,ipda rudi hartono melaksanakan patroli di sentra perekonomian dan pertokoan alfamart di pondok benda memberikan himbauan kamtibmas kepada petugas security agar selalu waspada terhadap pelaku pencurian kendaraan bermotor dan antisipasi terjadinya kejahatan jalanan curanmor,netral,alfamart
semalem duduk di kursi depan alfamart di salemba udah lama ga duduk disitu pas duduk rasanya nyesss bgt anjing,semalem duduk di kursi depan alfamart di salemba udah lama ga duduk disitu pas duduk rasanya nyesss bgt anjing,negatif,alfamart
Selama di pondok indomart dan alfamart itu adalah suatu hal yg mewaaaaah kali. Seneng bgt rasanya kl hr mgg bisa kesini. Karna walaupun minggu kita boleh keluar tapi kia harus gantian sm santri yg lain. Jd mgkn kita 2mgg sekali baru bisa ke indomart,selama di pondok indomart dan alfamart itu adalah suatu hal yg mewaaaaah kali seneng bgt rasanya kl hr mgg bisa kesini karna walaupun minggu kita boleh keluar tapi kia harus gantian sm santri yg lain jd mgkn kita mgg sekali baru bisa ke indomart,positif,alfamart
Guys ada yang pernah pengalaman topup dana tapi saldo nya enggak masuk lewat Alfamart gak ya?? Soalnya saldoku gak masuk kmrn tadi sempet kesana suruh nunggu,guys ada yang pernah pengalaman topup dana tapi saldo nya enggak masuk lewat alfamart gak ya soalnya saldoku gak masuk kmrn tadi sempet kesana suruh nunggu,netral,alfamart
@mamahemadha Betul banget Kak! Mie instan memang jadi penyelamat andalan saat lapar tengah malam dan sedang malas keluar rumah. Yuk beli mie instan dan produk lainnya di Alfamart terdekat atau di aplikasi Alfagift! ^kip,betul banget kak mie instan memang jadi penyelamat andalan saat lapar tengah malam dan sedang malas keluar rumah yuk beli mie instan dan produk lainnya di alfamart terdekat atau di aplikasi alfagift kip,netral,alfamart
1 kmr dilantai 2 ruang tamu ruang keluarga garasi mobil dapur. Halaman depan rumah bisa dijadikan untuk buka warung. - akses jalan utama bukan masuk gang gang - dekat dengan masjid Alfamart dan warung makan lainnya. - luas jalan 12meter jadi aman bgt buat akses mobil,kmr dilantai ruang tamu ruang keluarga garasi mobil dapur halaman depan rumah bisa dijadikan untuk buka warung akses jalan utama bukan masuk gang gang dekat dengan masjid alfamart dan warung makan lainnya luas jalan meter jadi aman bgt buat akses mobil,netral,alfamart
@Pai_C1 Kalo ada toko yg ada tukang parkir malas mampir kalo gak kepaksa. Apalagi sekelas @alfamart @Indomaret SPBU @pertamina memang kondisi ekonomi susah tp pemerintah/aparat seolah hal biasa ,kalo ada toko yg ada tukang parkir malas mampir kalo gak kepaksa apalagi sekelas spbu memang kondisi ekonomi susah tp pemerintahaparat seolah hal biasa,negatif,alfamart
Update $AMRT. Sebelum keluar isu MnAnya sudah kebaca di price action kalau akan balik arah. Callnya ya di groupnya @stockmapping aja. Selamat cuan sobat Alfamart. https://t.co/xQR2Pixupo,update amrt sebelum keluar isu mnanya sudah kebaca di price action kalau akan balik arah callnya ya di groupnya aja selamat cuan sobat alfamart,netral,alfamart
@alfamart @alfagift_idn lama banget kocak ih refundnya kebiasaan banget dah. Mana perlu uangnya lagii,lama banget kocak ih refundnya kebiasaan banget dah mana perlu uangnya lagii,negatif,alfamart
work! aku niatnya mau ngelamar di Alfamart boleh ceritain plus minus nya ngga ya?,work aku niatnya mau ngelamar di alfamart boleh ceritain plus minus nya ngga ya,netral,alfamart
@faizsadad_ Disini jg pernah ada Alfamart yg parkir gratis sampe ada bbrp booth makanan yg jualan di depan'y. Karna rame tiba2 jd ada kang parkir'y. Ga lama sthl itu tu alfa jd sepi. Yg jualan pun pd pergi.. Saya pun jd males mampir mending pake aplikasi aja dianterin,disini jg pernah ada alfamart yg parkir gratis sampe ada bbrp booth makanan yg jualan di depany karna rame tiba jd ada kang parkiry ga lama sthl itu tu alfa jd sepi yg jualan pun pd pergi saya pun jd males mampir mending pake aplikasi aja dianterin,netral,alfamart
@shomaykukus @Pai_C1 Saranku sbg warga sby nek ruko pinggir jalan/indomaret/alfamart cuek aja soale itu gk resmi aku sring dan mrk gk brani ngejar soale dr alfa/indo ny udh jelas parkir gratis. Nek berani ya ngeyel an. Ngomong aja gk ada uang cash pak. Tinggal trs.,saranku sbg warga sby nek ruko pinggir jalanindomaretalfamart cuek aja soale itu gk resmi aku sring dan mrk gk brani ngejar soale dr alfaindo ny udh jelas parkir gratis nek berani ya ngeyel an ngomong aja gk ada uang cash pak tinggal trs,negatif,alfamart
Kejadian di depan mata gue kmrn di alfamart. Posisi ada 2 kasir 1 khusus buat top up dan gue abis transaksi di kasir itu gak lama kok mba kasirnya gesit ketikketiknya nah sebelah ada buibu bawa 1 barang belakang gue udh antri bapak bapak keknya mo topup (gabawa belanjaan),kejadian di depan mata gue kmrn di alfamart posisi ada kasir khusus buat top up dan gue abis transaksi di kasir itu gak lama kok mba kasirnya gesit ketikketiknya nah sebelah ada buibu bawa barang belakang gue udh antri bapak bapak keknya mo topup gabawa belanjaan,negatif,alfamart
bukan masalah diselak tapi kalo lagj antri di alfamart gue baru maju ke kasir terus belakang tb tb desel deselin belanjaannya. gak sopan woy. kalo emang belanjaan lu banyak ya bawa tas belanja yang disediain lah. kalo gue jahat dah gue senggol senggolin biar jatuh sekalian,bukan masalah diselak tapi kalo lagj antri di alfamart gue baru maju ke kasir terus belakang tb tb desel deselin belanjaannya gak sopan woy kalo emang belanjaan lu banyak ya bawa tas belanja yang disediain lah kalo gue jahat dah gue senggol senggolin biar jatuh sekalian,negatif,alfamart
@alfamart alfagift nya lama bgt gilakkkk @alfamart,alfagift nya lama bgt gilakkkk,negatif,alfamart
demi Allah @alfamart lama bgt anjir gue pesen dr jam setengah 8 sampe skrg masih diproses mulu lama bgt najis,demi allah lama bgt anjir gue pesen dr jam setengah sampe skrg masih diproses mulu lama bgt najis,negatif,alfamart
@txtdarisnoopy Oke lah kalau makanan di sana ada alfamart/indomaret buat alternatif but still akses ke sana dan harga makanannya ga masuk akal banget. Pengalaman aja gw prnh ke PIK bareng tmn2 ramean naik TJ koridor 1A 3 jam kena macet dari jam 4 sore ampe jam 7 mlm,oke lah kalau makanan di sana ada alfamartindomaret buat alternatif but still akses ke sana dan harga makanannya ga masuk akal banget pengalaman aja gw prnh ke pik bareng tmn ramean naik tj koridor a jam kena macet dari jam sore ampe jam mlm,netral,alfamart
@twjt_af @dennis85_ @nexuvillette Semua kalangan bisa kerja disini. Gak harus berpendidikan tinggi dan profesional. Ada Alfamart Indomaret excelso DLL. Karena kota ini bukan cuma mindahin gedung pemerintahan dan Pegawai pemerintah. Tapi ini pusat pertumbuhan ekonomi baru hunian DLL,semua kalangan bisa kerja disini gak harus berpendidikan tinggi dan profesional ada alfamart indomaret excelso dll karena kota ini bukan cuma mindahin gedung pemerintahan dan pegawai pemerintah tapi ini pusat pertumbuhan ekonomi baru hunian dll,positif,alfamart
Tadi gue gatau ya pas ke Alfamart sepertinya ketemu guru SMP atau ngaji. Cuma nanya ini siapa ya? saya? Fariz bu. oh iya lupa. gue senyum2 aja soalnya dia tiba2 kabur wkwkwk,tadi gue gatau ya pas ke alfamart sepertinya ketemu guru smp atau ngaji cuma nanya ini siapa ya saya fariz bu oh iya lupa gue senyum aja soalnya dia tiba kabur wkwkwk,netral,alfamart
@GreenfieldsID min aku beli susu td pagi di alfamart expired date nya masih lama tapi susunya udah basi https://t.co/77cHfCJCW4,min aku beli susu td pagi di alfamart expired date nya masih lama tapi susunya udah basi,netral,alfamart
Ada orang cabut dari markir di Alfamart dan ga bayar parkir langsung di depan mang parkir nya tapi sebenarnya tuhan udah kirim posisi itu buat kita berbuat baik bayarin sekalian biar kita di baikin lagi sama orang. Mental membantu yg belum terbentuk tpi berharap bantuan org.,ada orang cabut dari markir di alfamart dan ga bayar parkir langsung di depan mang parkir nya tapi sebenarnya tuhan udah kirim posisi itu buat kita berbuat baik bayarin sekalian biar kita di baikin lagi sama orang mental membantu yg belum terbentuk tpi berharap bantuan org,negatif,alfamart
Ini alfagift nya alfamart gmn sih orderan ilang tapi uang masuk CS lambat responnya pdhl bikin Alfa Affiliate program tapi kl urusan gini aja penanganannya lambat gmn sama affiliator nanti? Apa ga bingung nanti pas tbtb ada error kaya gini kasian kan @alfamart @alfagift_idn,ini alfagift nya alfamart gmn sih orderan ilang tapi uang masuk cs lambat responnya pdhl bikin alfa affiliate program tapi kl urusan gini aja penanganannya lambat gmn sama affiliator nanti apa ga bingung nanti pas tbtb ada error kaya gini kasian kan,negatif,alfamart
Mau belanja apa hari ini? Belanja semua isi kulkas dan kebutuhan rumah tangga bisa kamu beli di Alfamart yang bisa kamu lihat di katalog Alfamart periode 16 31 Mei 2025. Selamat belanja! . Cek katalognya di sini https://t.co/apyttyL45w @alfamart https://t.co/9sDo2HKdjn,mau belanja apa hari ini belanja semua isi kulkas dan kebutuhan rumah tangga bisa kamu beli di alfamart yang bisa kamu lihat di katalog alfamart periode mei selamat belanja cek katalognya di sini,netral,alfamart
@smartfrenworld @alfamart Udah dong lewat DM juga. Makanya nanya lama gak diresponsnya,udah dong lewat dm juga makanya nanya lama gak diresponsnya,negatif,alfamart
@smartfrenworld @alfamart Lama gak diresponsnya kalau lewat DM?,lama gak diresponsnya kalau lewat dm,negatif,alfamart
@rizal_septyan @faizsadad_ @Indomaret @alfamart Bukan malas negur lebih ke kalo ditegur pihak toko atau yg bertugas di toko biasanya kena hajar tukang parkirnya,bukan malas negur lebih ke kalo ditegur pihak toko atau yg bertugas di toko biasanya kena hajar tukang parkirnya,negatif,alfamart
@Chlanievich @A13surd1sm3 @faizsadad_ wakakak kalau menjamur mah gapapa sptau bisa gede kayak alfamart. yg masalah kalau modelan sebiji doang tp brasa tuan rumah di lingkungan tsb yg jualan mirip mirip gaboleh buka. mau lumayan jauh jg selama masih wilayahnya dia mah gboleh smpe dikirim macem macem,wakakak kalau menjamur mah gapapa sptau bisa gede kayak alfamart yg masalah kalau modelan sebiji doang tp brasa tuan rumah di lingkungan tsb yg jualan mirip mirip gaboleh buka mau lumayan jauh jg selama masih wilayahnya dia mah gboleh smpe dikirim macem macem,negatif,alfamart
@faizsadad_ Jangankan alfamart masjid juga gitu. Dulu di Banjarmasin masjid Al-Jihad itu kl parkir bayar. Kemudian sama pengurusnya diatur security yg terima uang parkir dipecat jd kita sodorin uang pun gk mau terima malah dibantu keluarin mobil sm atur lalin. Full senyum,jangankan alfamart masjid juga gitu dulu di banjarmasin masjid aljihad itu kl parkir bayar kemudian sama pengurusnya diatur security yg terima uang parkir dipecat jd kita sodorin uang pun gk mau terima malah dibantu keluarin mobil sm atur lalin full senyum,positif,alfamart
@faizsadad_ Sepakat parkir liar di @Indomaret dan @alfamart harusnya di ilangin kok bisa ada tulisan gede PARKIR GRATIS masih ada tukang parkirnya ? Terlalu lama dilakukan pembiaran atau pihak toko yang males negur ?,sepakat parkir liar di dan harusnya di ilangin kok bisa ada tulisan gede parkir gratis masih ada tukang parkirnya terlalu lama dilakukan pembiaran atau pihak toko yang males negur,negatif,alfamart
@tojifusiguro @pengwinningg Mungkin bisa ucapkan selamat datang selamat mencari jodoh (dengan nada lembut seperti kasir alfamart),mungkin bisa ucapkan selamat datang selamat mencari jodoh dengan nada lembut seperti kasir alfamart,netral,alfamart
ShopeePay SERBA GRATIS! Sekarang kirim uang isi saldo sampai tarik tunai jadi makin gampang bebas biaya admin! GRATIS kirim uang ke bank &amp; e-wallet! GRATIS isi saldo via transfer bank OneKlik hingga Indomaret! GRATIS tarik tunai di Indomaret &amp; Alfamart! Cek https://t.co/RYRZDHPsu5,shopeepay serba gratis sekarang kirim uang isi saldo sampai tarik tunai jadi makin gampang bebas biaya admin gratis kirim uang ke bank amp ewallet gratis isi saldo via transfer bank oneklik hingga indomaret gratis tarik tunai di indomaret amp alfamart cek,netral,alfamart
Strategi Dekat Tapi Bersahabat: Rahasia Sukses Indomaret dan Alfamart di Tengah Persaingan https://t.co/cPBv33TT4l via @Indopolitika,strategi dekat tapi bersahabat rahasia sukses indomaret dan alfamart di tengah persaingan via,netral,alfamart
Info dong yang ikutan nge lamar kerja di Alfamart penempatan Bali coba share pengalamannya,info dong yang ikutan nge lamar kerja di alfamart penempatan bali coba share pengalamannya,netral,alfamart
Ya Allah gw sebel bgt dikasirin sama kasir Alfamart deket rumah dia jutek bgt bahkan smape akhir ga ada senyum dan makasih nawarin promo JSM dan nanyain member pun ngga???? Kesel bgt @alfamart @alfagift_idn,ya allah gw sebel bgt dikasirin sama kasir alfamart deket rumah dia jutek bgt bahkan smape akhir ga ada senyum dan makasih nawarin promo jsm dan nanyain member pun ngga kesel bgt,negatif,alfamart
@tuyulsunday tarik dana di alfamart gratis admin bub,tarik dana di alfamart gratis admin bub,netral,alfamart
